,자치구별(2),시점,연령별(2),남자,여자
2089,송파구,2017,35~39세,3877,3562
2090,송파구,2017,40~44세,2945,2447
2091,송파구,2017,45~49세,2822,2163
2092,송파구,2017,50~54세,2023,1652
2093,송파구,2017,55~59세,1951,2242
2094,송파구,2017,60~64세,1451,2316
2095,송파구,2017,65~69세,1014,1922
2096,송파구,2017,70~74세,664,1696
2097,송파구,2017,75~79세,471,1394
2098,송파구,2017,80~84세,208,1064
2099,송파구,2017,85세이상,148,745
2100,송파구,2018,20세미만,159,127
2101,송파구,2018,20~24세,900,1784
2102,송파구,2018,25~29세,4092,5282
2103,송파구,2018,30~34세,5162,4904
2104,송파구,2018,35~39세,4017,3958
2105,송파구,2018,40~44세,2961,2501
2106,송파구,2018,45~49세,2828,2290
2107,송파구,2018,50~54세,2166,1721
2108,송파구,2018,55~59세,2020,2223
2109,송파구,2018,60~64세,1694,2626
2110,송파구,2018,65~69세,1067,2109
2111,송파구,2018,70~74세,751,1806
2112,송파구,2018,75~79세,526,1470
2113,송파구,2018,80~84세,238,1090
2114,송파구,2018,85세이상,159,820
2115,송파구,2019,20세미만,136,146
2116,송파구,2019,20~24세,978,1928
2117,송파구,2019,25~29세,4623,6131
2118,송파구,2019,30~34세,5697,5328
2119,송파구,2019,35~39세,4352,4244
2120,송파구,2019,40~44세,2954,2719
2121,송파구,2019,45~49세,2958,2348
2122,송파구,2019,50~54세,2301,1843
2123,송파구,2019,55~59세,2119,2265
2124,송파구,2019,60~64세,1834,2829
2125,송파구,2019,65~69세,1176,2272
2126,송파구,2019,70~74세,872,2090
2127,송파구,2019,75~79세,554,1628
2128,송파구,2019,80~84세,296,1138
2129,송파구,2019,85세이상,186,916
2130,송파구,2020,20세미만,125,159
2131,송파구,2020,20~24세,959,2140
2132,송파구,2020,25~29세,4957,7015
2133,송파구,2020,30~34세,6133,5796
2134,송파구,2020,35~39세,4542,4400
2135,송파구,2020,40~44세,3199,2944
2136,송파구,2020,45~49세,2915,2419
2137,송파구,2020,50~54세,2478,1910
2138,송파구,2020,55~59세,2165,2176
2139,송파구,2020,60~64세,1986,2952
2140,송파구,2020,65~69세,1358,2636
2141,송파구,2020,70~74세,966,2307
2142,송파구,2020,75~79세,578,1717
2143,송파구,2020,80~84세,323,1230
2144,송파구,2020,85세이상,206,1003
2145,송파구,2021,20세미만,122,121
2146,송파구,2021,20~24세,933,2317
2147,송파구,2021,25~29세,5385,7643
2148,송파구,2021,30~34세,6651,6435
2149,송파구,2021,35~39세,4607,4520
2150,송파구,2021,40~44세,3509,3168
2151,송파구,2021,45~49세,2960,2464
2152,송파구,2021,50~54세,2706,2170
2153,송파구,2021,55~59세,2259,2118
2154,송파구,2021,60~64세,2217,3150
2155,송파구,2021,65~69세,1627,3006
2156,송파구,2021,70~74세,1048,2471
2157,송파구,2021,75~79세,635,1956
2158,송파구,2021,80~84세,382,1370
2159,송파구,2021,85세이상,226,1086
2160,강동구,2016,20세미만,72,86
2161,강동구,2016,20~24세,519,934
2162,강동구,2016,25~29세,1889,2298
2163,강동구,2016,30~34세,2850,2015
2164,강동구,2016,35~39세,2280,1649
2165,강동구,2016,40~44세,2092,1323
2166,강동구,2016,45~49세,2152,1304
2167,강동구,2016,50~54세,2069,1373
2168,강동구,2016,55~59세,1878,1801
2169,강동구,2016,60~64세,1395,1910
2170,강동구,2016,65~69세,917,1615
2171,강동구,2016,70~74세,559,1328
2172,강동구,2016,75~79세,366,1111
2173,강동구,2016,80~84세,189,821
2174,강동구,2016,85세이상,91,583
2175,강동구,2017,20세미만,71,91
2176,강동구,2017,20~24세,525,989
2177,강동구,2017,25~29세,2087,2373
2178,강동구,2017,30~34세,2806,2072
2179,강동구,2017,35~39세,2420,1760
2180,강동구,2017,40~44세,2029,1365
2181,강동구,2017,45~49세,2195,1361
2182,강동구,2017,50~54세,1982,1266
2183,강동구,2017,55~59세,2019,1901
2184,강동구,2017,60~64세,1534,1997
2185,강동구,2017,65~69세,1000,1693
2186,강동구,2017,70~74세,640,1411
2187,강동구,2017,75~79세,429,1259
2188,강동구,2017,80~84세,216,858
2189,강동구,2017,85세이상,111,590
2190,강동구,2018,20세미만,64,80
2191,강동구,2018,20~24세,489,1091
2192,강동구,2018,25~29세,2273,2588
2193,강동구,2018,30~34세,2700,2139
2194,강동구,2018,35~39세,2468,1774
2195,강동구,2018,40~44세,1904,1357
2196,강동구,2018,45~49세,2177,1399
2197,강동구,2018,50~54세,1961,1210
2198,강동구,2018,55~59세,2036,1898
2199,강동구,2018,60~64세,1707,2145
2200,강동구,2018,65~69세,1045,1728
2201,강동구,2018,70~74세,723,1530
2202,강동구,2018,75~79세,489,1276
2203,강동구,2018,80~84세,241,885
2204,강동구,2018,85세이상,127,622
2205,강동구,2019,20세미만,68,89
2206,강동구,2019,20~24세,598,1261
2207,강동구,2019,25~29세,2582,3105
2208,강동구,2019,30~34세,2940,2330
2209,강동구,2019,35~39세,2492,1911
2210,강동구,2019,40~44세,1877,1429
2211,강동구,2019,45~49세,2192,1439
2212,강동구,2019,50~54세,2025,1307
2213,강동구,2019,55~59세,2130,1756
2214,강동구,2019,60~64세,1823,2311
2215,강동구,2019,65~69세,1174,1868
2216,강동구,2019,70~74세,833,1667
2217,강동구,2019,75~79세,508,1368
2218,강동구,2019,80~84세,279,997
2219,강동구,2019,85세이상,153,676
2220,강동구,2020,20세미만,56,96
2221,강동구,2020,20~24세,611,1360
2222,강동구,2020,25~29세,2988,4002
2223,강동구,2020,30~34세,3412,2712
2224,강동구,2020,35~39세,2614,2043
2225,강동구,2020,40~44세,2111,1635
2226,강동구,2020,45~49세,2246,1537
2227,강동구,2020,50~54세,2184,1408
2228,강동구,2020,55~59세,2176,1709
2229,강동구,2020,60~64세,2032,2553
2230,강동구,2020,65~69세,1417,2246
2231,강동구,2020,70~74세,939,1870
2232,강동구,2020,75~79세,552,1467
2233,강동구,2020,80~84세,308,1077
2234,강동구,2020,85세이상,171,784
2235,강동구,2021,20세미만,68,82
2236,강동구,2021,20~24세,719,1673
2237,강동구,2021,25~29세,3602,4937
2238,강동구,2021,30~34세,3885,3267
2239,강동구,2021,35~39세,2828,2215
2240,강동구,2021,40~44세,2307,1851
2241,강동구,2021,45~49세,2265,1561
2242,강동구,2021,50~54세,2313,1576
2243,강동구,2021,55~59세,2359,1765
2244,강동구,2021,60~64세,2284,2816
2245,강동구,2021,65~69세,1756,2725
2246,강동구,2021,70~74세,1045,2117
2247,강동구,2021,75~79세,618,1616
2248,강동구,2021,80~84세,386,1196
2249,강동구,2021,85세이상,206,8
